main,parent,name,supporting,authors,related,location,serving,policy,event,title,text,description,link,image,type,status,platform,section,sector,industry,market,focus,projects,tech,working group,date,github,twitter,youtube,list,feed,discord,crunchbase,linkedin,docs,devtools,app,telegram,forum
DID Methods,SecureKey,did:orb:,,,,,,,,did:orb,"Orb is a decentralized identifier (DID) method based on a federated and replicated Verifiable Data Registry (VDR). The decentralized network consists of Orb servers that write, monitor, witness, and propagate batches of DID operations. The batches form a graph that is propagated and replicated between the servers as content-addressable objects. These content-addressable objects can be located via both domain and distributed hash table (DHT) mechanisms. Each Orb witness server observes a subset of batches in the graph and includes them in their ledgers (as append-only Merkle Tree logs). The servers coordinate by propagating batches of DID operations and by monitoring the applicable witness servers' ledgers. The Orb servers form a decentralized network without reliance on a common blockchain for coordination.",,https://trustbloc.github.io/did-method-orb/,https://trustbloc.github.io/did-method-orb/diagrams/flow-model.svg,Specification,,Federated,DID Methods,,,,,,,,2022-03-21,,,,,,,,,,,,,
DID Methods,SecureKey,,,,did:orb:,,,,,Orb,"Orb implements the following specifications: [did:orb](https://trustbloc.github.io/did-method-orb/), [Activity Anchors](https://trustbloc.github.io/did-method-orb/). The did:orb method is based on the Sidetree specification and Activity Anchors is based on the ActivityPub and ActivityStreams specifications.<br><br>Please see [Read the Docs](https://trustbloc.readthedocs.io/en/latest/orb/index.html) for more details on Orb",A DID method implementation that extends the Sidetree protocol into a Fediverse of interconnected nodes and witnessed using certificate transparency. Spec: https://trustbloc.github.io/did-method-orb/ - GitHub - trustbloc/orb: A DID method implementation that extends the Sidetree protocol into a Fediverse of interconnected nodes and witnessed using certificate transparency. Spec: https://trustbloc.github.io/did-method-orb/,https://github.com/trustbloc/orb,,Code,,,DID Methods,,,,,Trustbloc,"ActivityPub, ActivityStreams, Sidetree",,2023-05-25,,,,,,,,,,,,,
DID Methods,SecureKey,,,,did:orb:,,,,,SecureKey’s New Ledger-Agnostic did:orb,"did:orb that decouples DIDs from ledgers while maintaining trust and security. SecureKey is leveraging standard and open-source peer-to-peer protocols like ActivityPub, data structures like verifiable credentials content-addressed storage like IPFS, and distributed trust services like the Google Trillian project to build a peer-to-peer trust network.","Decentralized Identifiers are usually thought of as being bound to a particular ledger and blockchain, such as SecureKey’s first DID Method.",https://securekey.com/securekeys-new-ledger-agnostic-solution-orb-helps-solve-decentralized-identifier-challenges/,,Post,,,DID Methods,,,,,,"ActivityPub, IPFS, verifiable credentials",,2021-06-10,,,,,,,,,,,,,
DID Methods,CCG Mailing List,,,Troy Ronda,"did:orb:, ",,,,,did:orb slides Troy Ronda (SecureKey),* Decouple witness ledgers from the critical path.<br>- Allow for Trust but Verify model.<br>- Leverage the Certificate Transparency model<br>- Witnesses observe VDR objects and promise to include in their ledgers.<br>- Provide a signed timestamp and a maximum merge delay.<br>- Enable monitoring to ensure witnesses follow their promises.<br>- Use trusted Witness (and origin) timings to resolve late publishing.<br>- Use origin to enable observers to know if they have the latest operations.,,https://lists.w3.org/Archives/Public/public-credentials/2021Mar/0017.html,,Presentation,,,DID Methods,,,,,,,,2021-03-03,,,,,,,,,,,,,
DID Methods,Trusted Digital Web,,,Michael Herman,,,,,,did:object,"This ""DID Object"" Decentralized Identifier Method Namespace Specification (""DID Object"" DID Method Namespace Specification) defines the end-to-end lifecycle of DID Identifiers and DID Documents for ""DID Objects"", a key feature of the Fully Decentralized Objects (FDOs) Framework, implemented by the Trusted Digital Web.","Trusted Digital Web (TDW): Trusted Digital Assistant (TDA), Trusted Resource Agent (TRA), Key Management Agent (KMA), and Verifiable Data Agent (VDA) - TrustedDigitalWeb/did-object.md at master · mwherman2000/TrustedDigitalWeb",https://github.com/mwherman2000/TrustedDigitalWeb/blob/master/specifications/did-methods/did-object.md,,Specification,,,DID Methods,,,,,,,,2022-01-26,,,,,,,,,,,,,
DID Methods,Personal,,,Bob Wyman,,,,,,did:tag,"The did:tag DID method enables any controller of an HTTP accessible domain or subdomain, or of an email address, to create unique, interoperable, persistent DIDs with minimal dependencies on other technologies or systems. By leveraging a subset of the tagURI specification [RFC4151], the did:tag DID method enables the creation of DIDs which are ""unique across space and time while being tractable to humans,"" without preventing the creation of DIDs which are largely intractable to humans. did:tag DIDs can be resolved either synchronously, via the web, or asynchronously, via email or other defined alternative resolution services.",ROUGH DRAFT: did:tag Decentralized Identifier Method Specification - GitHub - bobwyman/did_method_tag: ROUGH DRAFT: did:tag Decentralized Identifier Method Specification,https://github.com/bobwyman/did_method_tag,,Specification,,,DID Methods,,,,,,,,2021-11-02,,,,,,,,,,,,,
DID Methods,CCG Mailing List,,,Bob Wyman,,,,,,re: Using Email as an Identifier,"There are quite a number of issues with using email addresses as identifiers, or parts of identifiers, and I'm hoping that discussion and development of the did:tag method will illuminate those issues and potentially find solutions for them.",,https://lists.w3.org/Archives/Public/public-credentials/2021Nov/0065.html,,Discussion,,,DID Methods,,,,,,,,2021-11-12,,,,,,,,,,,,,
DID Methods,"waltid, transmute",,,,did:key,,,,,did:jwk,did:jwk is a deterministic transformation of a JWK into a DID Document.,,https://github.com/quartzjer/did-jwk/blob/main/spec.md,,Specification,,,DID Methods,,,,,,JWK,,2022-04-14,,,,,,,,,,,,,
DID Methods,CCG,,,,,,,,,did:pkh,"allows most if not all blockchain accounts to instantly leverage an existing identity/account and deploy a W3C Decentralized Identifier from it in a standards-conformant way. This ""DID-wrapping"" of an existing identifier can be used in combination with other DID-compatible technologies, such as W3C Verifiable Credentials or Authorization Capabilities, and produce proper signature-suite definitions, such as ""metamask-signing"" (off-chain signing by externally-owned accounts, i.e., personal wallets, according to the eip712 protocol).",We would like to open up the design process for did:pkh to a more open and consultative/deliberative conversation in the open. - did-pkh/did-pkh-method-draft.md at main · w3c-ccg/did-pkh,https://github.com/w3c-ccg/did-pkh/blob/main/did-pkh-method-draft.md,,Specification,,,DID Methods,,,,,,,,2023-01-27,,,,,,,,,,,,,
DID Methods,Verite,,,,did:pkh,,,,,"Verification Patterns, Part 2","explains the [did:pkh](https://github.com/w3c-ccg/did-pkh/blob/main/did-pkh-method-draft.md)/[CACAO](https://github.com/ChainAgnostic/CAIPs/blob/master/CAIPs/caip-74.md%23simple-summary) variation for Verite data models and flows, which provides an entry path for wallets that may not support sufficient functionality for emerging decentralized identity patterns","Exploration of Verite verification patterns, with a focus on non-DID wallets. Part 2 in a 2-part series",https://docs.centre.io/blog/verification-patterns-2,https://docs.centre.io/assets/images/verifier_cacao-92d2ea3dba6784af5ecb1bf28b56e52b.jpg,Post,,,DID Methods,,,,,,,,2022-07-27,,,,,,,,,,,,,
DID Methods,Veramo Labs,,,,,,,,,did:ens,1. to wrap existing ENS names as DIDs to be interoperable with applications relying on Decentralized Identifiers<br>2. to define a canonical way to augment ENS names with DID capabilities such as services and verification methods.,,https://github.com/veramolabs/did-ens-spec,,Specification,,,DID Methods,,,,,,,,2021-10-05,,,,,,,,,,,,,
DID Methods,uPort,,,Oliver Terbu,,,,,,ENS names are Decentralized Identifiers (DIDs),"The specification is extensible by design which means new types of services, verification materials and other features can be supported. In the core, the specification contains a simple interface to resolve a DID Document from a DID (similar to an Ethereum Account from an ENS name) by anyone who knows the DID of the user. The DID Document will then contain the relevant information to enable use cases such as sign up, sign in, data encryption, secure communication, verifiable authorship and data provenance etc. Since DIDs are URI-compliant, they also make perfect sense for web ontologies.",,https://medium.com/uport/ens-names-are-decentralized-identifiers-dids-724f0c317e4b,,Post,,,DID Methods,,,,,,,,2021-10-19,,,,,,,,,,,,,
DID Methods,TIFAC-CORE in Cyber Security,,,"Ramaguru Radhakrishnan, Amrita Vishwa Vidyapeetham",,,,,,did:avvcyber:,"TIFAC-CORE in Cyber Security, Amrita School of Engineering, Amrita Vishwa Vidyapeetham Coimbatore is Center of Relevance and Excellence (CORE) in Cyber Security. The Center is working toward Cryptography, Visual Cryptography, Steganography, Cyber Forensics, Machine Learning and Blockchain Technology. There are multiple projects being worked across domains where we are using  DIDs. did:avvcyber: is a dedicated DID created for all our Blockchain Projects from 2022.",,https://github.com/Amrita-TIFAC-Cyber-Blockchain/DID-AVVCYBER/blob/main/did-avvcyber-v1.md,,Code,,,DID Methods,,,,,,,,2022-01-01,,,,,,,,,,,,,
W3C,,W3C,,,,,,,,World Wide Web Consortium (W3C),The World Wide Web Consortium (W3C) is an international community that develops open standards to ensure the long-term growth of the Web.,,https://w3.org,,site,,,Main,,,,,,,,,,,,,,,,,,,,,
W3C,ICANN Wiki,,,,,,,,,W3C - ICANN WIki,"First started as an IETF application area at the beginning of 1990, the Web standard stack, given its foreseen volume and applicative nature on top of the Internet protocols, quickly spun off its own forum. The W3C then laid the foundations of the Web with the development of HTML 4 and XML at the end of the last century. It still works closely with IETF today, on the HTTP or URL specifications and in other areas of common interest (e.g. crypto, security, video).",,https://icannwiki.org/W3C,,entry,,,Main,,,,history,,,,2022-04-05,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,World Wide Web Consortium (W3C),"an international community where Member organizations, a full-time staff, and the public work together to develop Web standards. Led by Web inventor and Director Tim Berners-Lee and CEO Jeffrey Jaffe, W3C's mission is to lead the Web to its full potential.",,https://www.w3.org/Consortium/,,page,,,Main,,,,,,,,2022-06-01,https://github.com/w3c,https://twitter.com/w3c,,,,,,https://www.linkedin.com/company/w3c/,,,,,
W3C,W3C,,,,,,,,,W3C Mission,On 29 August 2012 five leading global organizations jointly signed an agreement to affirm and adhere to a set of Principles in support of The Modern Paradigm for Standards; an open and collectively empowering model that will help radically improve the way people around the world develop new technologies and innovate for humanity.,,https://www.w3.org/Consortium/mission,,page,,,Main,,,,history,,,,2023-01-01,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,Facts About W3C,"In 1989, Tim Berners-Lee invented the World Wide Web (see the original proposal). He coined the term ""World Wide Web,"" wrote the first World Wide Web server, ""httpd,"" and the first client program (a browser and editor), ""WorldWideWeb,"" in October 1990. He wrote the first version of the ""HyperText Markup Language"" (HTML), the document formatting language with the capability for hypertext links that became the primary publishing format for the Web. His initial specifications for URIs, HTTP, and HTML were refined and discussed in larger circles as Web technology spread.",,https://www.w3.org/Consortium/facts.html,,page,,,Main,,,,history,,,,2023-01-01,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,Standards - W3C,"W3C standards define an Open Web Platform for application development that has the unprecedented potential to enable developers to build rich interactive experiences, powered by vast data stores, that are available on any device. Although the boundaries of the platform continue to evolve, industry leaders speak nearly in unison about how HTML5 will be the cornerstone for this platform. But the full strength of the platform relies on many more technologies that W3C and its partners are creating, including CSS, SVG, WOFF, the Semantic Web stack, XML, and a variety of APIs.",,https://www.w3.org/standards/,,page,,,Main,,,,,,,,2021-01-01,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,W3C Workshop on Strong Authentication & Identity,"The W3C Strong Authentication and Identity Workshop gathered experts in the space to explore the existing standards landscape, examine existing technology roadmaps, and identify potential future work for how strong identity and strong authentication should work on the web. The workshop explored aligning recent W3C specifications (WebAuthn, Verifiable Claims, Web Payments) and work that is ongoing in the W3C Credentials Community Group (DID, DIDAuth) along with the IETF and ISO, as well as other existing community standards such as IndieAuth, Open ID Connect, OAuth, and SAML.",,https://www.w3.org/Security/strong-authentication-and-identity-workshop/report.html,,page,,,W3C ID History,,,,,,,,2018-12-11,,,,,,,,,,,,,
W3C,W3C,,,Tim Berners-Lee,,,,,,A Public Identity,"The world of the last few years has been buzzing with the need for personal privacy a world in which personal data is typically abused by large corporations on the (mistaken) belief that this is the only business model in a connected world. It seems to have got to the point where there has been so much focus on protecting the identity of an individual online that we have actually made it difficult, frustratingly and unnecessarily difficult, to actually claim a completely public identity online.",,https://www.w3.org/DesignIssues/PublicIdentity.html,,page,,,W3C ID History,,,,,,,,2018-01-19,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,Call for Participation in Digital Identity Community Group,"The mission of the W3C Digital Identity Community Group is to identify and resolve real world identity issues, to explore and build a more secure trusted digital identity ecosystem on internet for people, organizations and things fully controlling, protecting and expressing their identity. Our work focuses on the ecosystem’s scalability, interoperability, mobility, security and privacy. We intend to integrate interoperable identity solutions, systems and networks in our ecosystem.",,https://www.w3.org/community/dic/2019/06/20/call-for-participation-in-digital-identity-community-group/,,Post,,,W3C ID History,,,,,,,,2019-06-20,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,The Platform for Privacy Preferences 1.1 (P3P1.1) Specification,"This is the specification of the Platform for Privacy Preferences 1.1 (P3P 1.1). This document, along with its normative references, includes all the specification necessary for the implementation of interoperable P3P 1.1 applications. P3P 1.1 is based on the P3P 1.0 Recommendation and adds some features using the P3P 1.0 Extension mechanism. It also contains a new binding mechanism that can be used to bind policies for XML Applications beyond HTTP transactions.",,https://www.w3.org/TR/P3P11/,,Specification,,,W3C ID History,,,,,,,,2018-08-30,,,,,,,,,,,,,
W3C,W3C,,,Tim Berners-Lee 1998,,,,,,Web Design Issues - Identity,"Identifiers - what is identified?<br>When XML is used to represent a directed laballed graph which is used to represent information about things, then one must be able to make statements about parts of an XML document, parts of the DLG (such as RDF nodes) and of course the objects described.",,https://www.w3.org/DesignIssues/Identity.html,,page,,,W3C ID History,,,,,,,,2009-08-27,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,Identity Interoperability,"TimBL's diagram at TPAC2012Over the years many different authentication systems have been developed. Each one proposes a method for an agent to prove his relation to an identifier - called a Principal. A Principal is a string that can be mapped to a URI, that usually refers to some network resource, which itself can then be linked to a subject. An LDP authorization system may authenticate agents that are allowed access to a resource using different types of Principals. This page lists a number of ways Authorization agents can prove identity of an agent using one Principal, with an ACL that may be using a different type of Principal. The aim is to gather such examples together in order to find an general theory that underpins these proofs.",,https://www.w3.org/2005/Incubator/webid/wiki/Identity_Interoperability,https://www.w3.org/2005/Incubator/webid/wiki/images/thumb/2/2f/IdentityInterop.jpg/250px-IdentityInterop.jpg,Post,,,W3C ID History,,,,,,,,2013-01-07,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,Identity Definitions in the P3P Specification,"The P3P Specification Working Group has taken the view point that most information referring to an individual is «identifiable» in some way. As with other important areas of the specification, the goal of the working group was to allow for a wide variety of understandings of identity in order to allow data collectors to best express their policy and users to make choices based on a definition of identity information that is important to them. (1)",,https://www.w3.org/P3P/2003/09-identifiable.html,,page,,,W3C ID History,,,,,,,,2006-11-13,,,,,,,,,,,,,
W3C,W3C,,,"IdentityWoman, Phillip J. Windley, Aldo Castaneda",IDCommons,,,,,Identity Rights Agreements and Provider Reputation,"Abstract: While decentralized, user-centric identity systems provide hope that useful, secure identity systems may be possible on the Internet, ensuring that user data is protected in these system requires more than a technical solution. In this paper, we describe a project underway at Identity Commons to create a framework within which users can express their protection preferences (called identity rights agreements). Part of this project will establish a reputation system for identity providers and relying parties that engenders trust and lowers user risk.",IDENTITY COMMONS Position Paper,https://www.w3.org/2005/Security/usability-ws/papers/26-idcommons/,,page,,,W3C ID History,,,,,,,,2006-01-26,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,W3C Workshop on Identity in the Browser,"Over the last ten years, for most end-users there has been no visible progress beyond cookie-managed usernames and passwords entered via HTML forms. Current password-based logins offers little value to the end-user, as they are forced to bear the onerous responsibility of remembering too many passwords or simply re-using low-security passwords. <br><br>As passwords and cookies are easily compromised, both web-site operators and users then expose themselves to massive security breaches. Despite the large amount of valuable standardization work on identity, it is unclear how user agents such as Web browsers can interact with both identity-consuming applications and server-side federated identity services, and many current identity specifications either assume or underspecify secure authentication in the browser. The key missing component to enable trusted identity on the Web is likely then to be found in user-centric cross-browser standards for secure authentication and session management.",,https://www.w3.org/2011/identity-ws/report.html,,Report,,,W3C ID History,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,,,Channy Yun,,,,,A draft charter of Web Identity,The W3C has prepared Web Identity working group and make a draft charter. As following is main track for works.,,https://www.w3.org/community/webcryptoapi/2011/10/05/a-draft-charter-of-web-identity/,,Post,,,W3C ID History,,,,,,,,2011-10-05,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,"ISSUE-17: Identity, Agent, Person, Persona, Account etc. need clarifications",As for today we don't seem to have clear strategy on how to define and use Online Identity related concepts.,,https://www.w3.org/Social/track/issues/17,https://www.w3.org/2008/site/images/icons/atom,page,,,W3C ID History,,,,,,,,2015-03-03,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,WebID,"The W3C is still exploring better ways to do authentication, for example in the [2014 workshop on authentication](http://www.w3.org/2012/webcrypto/webcrypto-next-workshop/Overview.html). The WebID is a Community Group, and anyone can start a Community Group. A Community Group does not necessarily reflect the endorsement of the W3C, but we encourage grassroots communities to experiment with technology that may become a future standard.",,https://www.w3.org/wiki/WebID,https://www.w3.org/wiki/images/4/49/X509-Sense-and-Reference.jpg,entry,,,W3C ID History,,,,,,,,2018-06-17,,,,,,,,,,,,,
W3C,W3C,,,,,,,,,USER IDENTITY ON THE WEB COMMUNITY GROUP,"Currently, more and more services are created on the web and require information about you, me, all of us. Therefore, users have to give away a lot of information about themselves to many different services. The point is that the users lose control of their identity on the web, by filling a lot of forms (e.g., through subscriptions). Privacy on the Internet is extremely important and must remain. Personal information is used by services we, sometimes, don't even know about, and it is a real problem. The aim of this group would be to think about new ways to identify individuals over the internet using trusted web based identities embedded directly into the core protocols of the web. At the same time it is important to maintain equilibrium between total privacy and providing information when needed, which means, when the user wants to.",,https://www.w3.org/community/w3id/,,org,,,W3C ID History,,,,,,,,2014-10-26,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Naveen Agarwal, Miranda Callahan, Tyler Close, Travis McCoy, Chris Messina, Glen Murphy, Dirk Pranke",Google,,,,,Identity in the Browser: Easy Wins and Guiding Principles,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_52.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Peter Alterman,NIH,,,,,National Strategy for Trusted Identities in Cyberspace - Requirements and Potential Use Cases,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_21.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Siddharth Bajaj, Slawek Ligier",Symantec,,,,,A Vision for Browser-Assisted Web Authentication,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_43.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Wendell Baker,Yahoo!,,,,,The Chained Identity Systems of Online Entertainment,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_14.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Dirk Balfanz,Google,,,,,Identity in the Platform - Thinking Beyond the Browser,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_26.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Patrik Bichsel, Dave Raggett, Rigo Wenning",,,,,,"Web authentication is deeply flawed, and it is time to fix it",,,https://www.w3.org/2011/identity-ws/papers/bichsel-raggett-wenning.html,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Aaron Brauer-Rieke,Center for Democracy & Technology,,,,,Considering Browsers' Role in a User-Centric Online Identity Ecosystem: Privacy and Context,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_24.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"David W Chadwick, George Inman, Kristy Siu",University of Kent,,,,,Expression of Interest - Improving Identity Management on the Internet,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_12.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Francisco Corella, Karen P. Lewison",Pomcor,,,,,"NSTIC, Privacy and Social Login",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_48.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,D. Crocker,Brandenburg InternetWorking,,,,,Tailored Signatures with DOSETA,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_1.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Vito Fabbrizio, Greg Kerr",AuthenTec,,,,,AuthenTec Online Open Authentication,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_34.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Phillip Hallam-Baker,Comodo Group,,,,,Account Management: A Deployment and Usability Problem,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_10.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Kaliya Hamlin, Mary Hodder",Personal Data Ecosystem Consortium,,,,,Empowering Individuals with Tools to Manage Their Personal Data for the Identity in the Browser,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_54.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Mike Hanson, Dan Mills, Ben Adida",Mozilla,,,,,Federated Browser-Based Identity using Email Addresses,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_25.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Dick Hardt,,,,,,"The Chicken, the Egg and the Rooster: Why Internet Identity is Still Unsolved",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_46.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Sam Hartman (Painless Security), Josh Howlett",JANET(UK),,,,,Identity as a Platform Service,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_9.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Carl Hewitt,,,,,,"Looming private information fiasco versus the new cloud business model: The next generation will ask ""Where were you when this was going down?""",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_45.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Brad Hill,,,,,,Identity in the Browser - Avoiding Common Flaws,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_37.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Frederick Hirsch,Nokia,,,,,Importance and Impact of Requirements on Technical Solutions for Identity,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_31.html,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Jonas Hogberg,Ericsson,,,,,Mobile Provided Identity Authentication on the Web,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_20.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Maryann Hondo, Mary Ellen Zurko, Matthew Flaherty, Paula K. Austel, Sridhar Muppidi",IBM,,,,,The Nexus of Identity,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_35.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,John Hwang,Neustar,,,,,How to Improve the Security around the Mobile User Authentication Process?,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_6.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Phil Hunt,Oracle,,,,,Evolution of Identity in the Face of a New Lightweight Web Services Paradigm Shift,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_56.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Michael B. Jones,Microsoft,,,,,The Emerging JSON-Based Identity Protocol Suite,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_30.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Kevin Jones, Narm Gradiraju, Jack Matheson",Intel,,,,,Identity Security within Web Browsers,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_8.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Vladimir Katardjiev, Goran Eriksson",LM Ericsson AB,,,,,Selected issues with web identity mechanisms and a possible way forward,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_18.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"James Klo, Marie Bienkowski",SRI International,,,,,Identity in the Federal Learning Registry,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_27.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,John Linn,RSA/EMC,,,,,"Goals, Constraints, and Issues for Identity in the Browser",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_2.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Ben Livshits,Microsoft,,,,,Browser Personas: Towards a Reasonable Middle Ground,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_40.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Brian Mcginnis, Johnny Bufu, Vlad Skvortsov",Echo,,,,,Backplane Protocol and Identity Scenario,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_49.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Miguel A. Monjas, Jose M. del Alamo, Juan-Carlos Yelmo, Jonas Hogberg",Ericsson,,,,,Privacy Delegate: a browser-based tool for privacy self-management in social networks,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_19.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
